Product Name,Customer ID,Order City,Quantity,Total Sales Value,Order Status,Timestamp,Unit Price
Tablet,d83d8e2e-5150-434f-87dd-ab49728c8cda,Chicago,1,140.55,Pending,8/8/2024,140.55
Monitor,37c19b42-454e-4832-928e-4878079cae89,Seattle,2,442.1,Delivered,1/25/2025,221.05
Tablet,b949a41e-b245-40df-8a43-95b65d9cf182,San Francisco,7,2976.47,Pending,5/6/2024,425.21
Monitor,7dec0d4d-3ba2-4c26-b1ff-34c64ff3c4d8,Boston,4,1606.2,Pending,2/16/2024,401.55
Monitor,6fd07703-e502-424b-a332-2681eb4c365f,Chicago,10,1429.8,Cancelled,6/17/2024,142.98
Keyboard,f79bb69b-7735-4fe9-b5e5-0fc65a0ec736,Chicago,6,1384.62,Pending,9/9/2024,230.77
Gaming Console,da85d3c6-7a40-42e9-8ca6-8cf407996693,Houston,3,1032.36,Shipped,3/7/2024,344.12
Keyboard,a21e4fd5-35b3-4f57-a2ba-02121b05f449,Seattle,5,192.35,Shipped,9/30/2024,38.47
Mouse,5008f975-1a2c-4a73-b1af-d0e342c5e6fa,New York,7,153.65,Pending,2/8/2024,21.95
Gaming Console,41de76d7-10d6-4143-858d-46837f93b364,San Francisco,8,1445.36,Shipped,7/20/2024,180.67
Monitor,5173d337-04fc-4510-84c9-12639d624c44,New York,3,858.99,Pending,10/30/2024,286.33
Monitor,d66cf85e-269d-45c0-814d-1c0e9b45609e,Los Angeles,6,2222.04,Pending,3/9/2024,370.34
Monitor,2f6e95b8-c705-40da-b930-c6cbc5f5c1c5,Miami,2,596.64,Shipped,6/28/2024,298.32
Monitor,44b8f169-3502-4633-92d8-6d5faea7c411,Miami,5,1632.25,Pending,6/7/2024,326.45
Camera,3fa7ce45-1e06-4289-8923-f49138070c46,Chicago,3,547.11,Delivered,2/15/2024,182.37
Laptop,75e8c687-2c3c-4bae-b72b-52971924655f,Houston,5,323.9,Cancelled,12/4/2024,64.78
Headphones,a804b736-13cd-48aa-a22e-86a27f79674a,Boston,9,2634.48,Delivered,3/21/2024,292.72
Tablet,ad3c46ad-7f7d-4078-8a7a-900642543db0,San Francisco,6,2189.88,Cancelled,5/5/2024,364.98
Mouse,917c80ce-01bd-4003-a7a4-d4416e7ec3a9,Phoenix,8,1882.96,Delivered,9/24/2024,235.37
Laptop,2c7347d9-1cf2-405a-95d2-265e8066fce8,Miami,8,144.64,Cancelled,10/29/2024,18.08
Mouse,18beec7a-ede8-43fe-b3d6-b69ef9b52422,Seattle,4,629,Cancelled,11/2/2024,157.25
Headphones,01fb989c-c70c-4136-8585-f69462acbee0,Chicago,6,962.1,Pending,12/31/2024,160.35
Camera,bc7d99fe-8239-40fc-a39c-c579d125cf1f,Boston,1,375.63,Pending,8/21/2024,375.63
Laptop,7f91b8af-49ea-45b4-9fbf-30bed3bc801f,Los Angeles,2,932.64,Delivered,8/10/2024,466.32
Tablet,d5eeb7ff-917b-4e22-ad87-cb27e18d5f9a,Los Angeles,4,1770.28,Delivered,1/2/2025,442.57
Smartwatch,d4d47fe0-574d-41eb-8620-8ad14bccecdf,San Francisco,2,564.2,Delivered,1/2/2025,282.1
Monitor,fc672950-5d02-494c-8f25-dcc34ef74ee7,Boston,8,1445.36,Cancelled,9/16/2024,180.67
Camera,c695237a-5d82-45b6-bfb2-46e9a75be2cc,Seattle,6,903.36,Pending,4/23/2024,150.56
Smartphone,f59d08c2-f8ce-4b91-aaf3-43aa3c019306,Chicago,7,315.63,Cancelled,4/11/2024,45.09
Camera,4718a5dc-820f-410d-9e4d-666576cf92ec,Seattle,6,1939.32,Delivered,2/26/2024,323.22
Headphones,a84ca04a-0615-4888-851c-c561b550637a,Los Angeles,8,1299.2,Delivered,5/25/2024,162.4
Mouse,cc02119a-850a-4fb1-ba40-c1dd0627b854,Miami,9,3856.68,Delivered,7/19/2024,428.52
Monitor,b506dddc-b7da-427f-be71-0490627f139a,Boston,2,963.24,Shipped,7/12/2024,481.62
Headphones,b2f2f4c1-43a3-4111-a33e-54c80eadd4c8,Seattle,8,1168.32,Delivered,4/8/2024,146.04
Keyboard,00a7df81-a4e1-41ed-92ea-45a778dac70a,Phoenix,1,350.43,Cancelled,11/18/2024,350.43
Keyboard,846a9314-7b75-4f42-8076-75080e8571d0,Houston,7,2452.94,Delivered,1/16/2025,350.42
Camera,944f8e46-5f82-4343-88a6-51a83513ff2d,Los Angeles,3,486.87,Delivered,4/2/2024,162.29
Smartwatch,b1a4c8ea-0b0a-4506-90ba-d47e920ec1a6,Dallas,3,1095.39,Cancelled,8/20/2024,365.13
Smartwatch,715f4686-69ec-40b9-b87d-e1bbdaea083a,Chicago,8,586.24,Shipped,12/30/2024,73.28
Tablet,5bfe7457-4404-42f3-94e0-25fd9e815279,Miami,4,1048.04,Delivered,2/13/2024,262.01
Smartwatch,d8b2071e-c56f-4026-9ec0-d32f9be093d2,Los Angeles,3,1391.64,Shipped,8/28/2024,463.88
Headphones,f42b6bb0-6a77-46db-858a-9a62af1ebffa,Miami,6,2255.46,Pending,9/24/2024,375.91
Headphones,a671a318-1eb6-4625-a41b-4857a2f86ee7,Dallas,7,514.5,Pending,3/17/2024,73.5
Headphones,762d0ac0-20f7-4a8d-945c-b8cee4bcf215,Miami,4,1213.52,Cancelled,11/12/2024,303.38
Headphones,7b6ffbef-6dc6-4ede-bd2b-5b113c2b9ce3,San Francisco,7,556.99,Delivered,10/2/2024,79.57
Gaming Console,84630324-8f8d-4a95-a7bf-8279fc97ab02,Houston,3,832.08,Delivered,9/17/2024,277.36
Headphones,13755214-b434-486e-bc9c-d78f5498eff1,Chicago,3,446.43,Shipped,1/18/2025,148.81
Tablet,3dc925fb-1342-4fd5-bbe9-253418540f1e,Miami,8,1010.32,Cancelled,6/18/2024,126.29
Keyboard,cdafbbb3-4e84-4136-9a50-13c82f5a233e,Los Angeles,8,1854.72,Delivered,8/9/2024,231.84
Mouse,17a7d4f7-0e0b-451c-8c40-c3a2d3a68cf0,Miami,9,715.59,Delivered,9/19/2024,79.51
Smartwatch,4e0c7749-dd6d-4f12-bce4-234fef1d1f0a,Los Angeles,1,163.35,Shipped,3/22/2024,163.35
Headphones,93cf5e7d-42f0-43f5-a681-7baa508d957b,San Francisco,6,1378.38,Shipped,1/12/2025,229.73
Monitor,404f6811-3811-4bfd-ab96-7b4c2d5e2bac,Dallas,9,1398.24,Shipped,5/31/2024,155.36
Laptop,ad7ee211-9f9f-479c-8d77-3716b2d610ca,Phoenix,6,563.22,Delivered,1/1/2025,93.87
Gaming Console,e891baaf-8de6-44fa-9eb5-2fa0169f3fe9,Phoenix,3,1209.09,Shipped,5/17/2024,403.03
Mouse,b3764d9b-d45c-4a63-907b-6e8fe08266fe,Chicago,10,653.1,Delivered,3/8/2024,65.31
Smartwatch,be208ead-5b9e-445a-99ec-49a53af0d42a,San Francisco,5,1309.4,Pending,5/7/2024,261.88
Tablet,da84f10c-6154-4fdb-81e4-663c2f5acc5c,Seattle,1,179.95,Pending,6/1/2024,179.95
Keyboard,254aa6fe-c209-4ce9-bfd7-9d1d5c9bbd53,Chicago,2,207.68,Cancelled,12/11/2024,103.84
Laptop,7ceab172-503d-48e8-9fda-7d95265c500b,Boston,2,341.42,Cancelled,9/9/2024,170.71
Gaming Console,ce760415-0a87-4c86-9240-66abd29c3b59,San Francisco,2,649.34,Cancelled,10/14/2024,324.67
Keyboard,32cedbfa-3d5d-4b20-af71-6e9a652ec500,Dallas,9,3949.29,Shipped,1/25/2025,438.81
Camera,b85265df-238a-4d12-9a8b-47ad83696b7f,Miami,6,2885.58,Shipped,6/14/2024,480.93
Tablet,150dcc11-ca1c-4ed5-8964-d5cddbe9a882,New York,8,2589.04,Shipped,2/19/2024,323.63
Mouse,dedd0da8-48f8-47f7-94cf-9aac366ad528,New York,4,168.08,Pending,6/20/2024,42.02
Headphones,f959b0a0-96fc-4d42-b88b-5395b6008ae8,Dallas,4,823.6,Delivered,6/6/2024,205.9
Smartphone,ac1f8cd0-cad3-40df-b7e9-e4e5f16c34d3,Dallas,5,1361.85,Shipped,8/14/2024,272.37
Tablet,cf0a414d-c80b-4be8-aebe-1c991c70ff67,Dallas,2,668.8,Pending,9/1/2024,334.4
Mouse,d929cf05-d83c-4f6f-a355-980966deb71e,Chicago,5,882.4,Delivered,11/12/2024,176.48
Mouse,7f582bb0-5946-4241-93ae-f37ad3c74119,Houston,9,3093.84,Pending,2/10/2024,343.76
Smartwatch,b1ef8dfe-33a9-4a78-ae77-90abed43e197,Boston,3,1261.44,Cancelled,2/8/2024,420.48
Gaming Console,e30442ac-91cc-46ea-a761-d3216e15c0f5,Phoenix,6,2504.28,Delivered,6/20/2024,417.38
Tablet,223245a7-0298-43c3-82f8-ecc33904e271,Phoenix,1,43.85,Pending,12/18/2024,43.85
Headphones,b6b14476-7dc5-4eef-841b-cd136c790f6b,New York,8,1903.28,Delivered,11/5/2024,237.91
Keyboard,d1585d33-5382-4c91-9dba-eee7acfdbbb4,Seattle,6,1258.98,Cancelled,5/28/2024,209.83
Laptop,1c3b1095-0e93-4e6d-86a6-ae14831d78b0,San Francisco,7,159.04,Delivered,5/2/2024,22.72
Laptop,def8692e-5e1c-4bc0-bffc-ce7a807d58a4,Houston,4,1983.36,Delivered,2/15/2024,495.84
Smartwatch,f6243e78-743c-44ff-a1e4-dd118dea581a,New York,8,688.48,Delivered,10/4/2024,86.06
Smartwatch,843c67d9-e6b7-4f5c-920d-36b3470c8133,Boston,1,305.96,Pending,7/22/2024,305.96
Gaming Console,fb22524a-83db-46e4-a786-206261b7b05e,Los Angeles,10,3685.4,Cancelled,4/18/2024,368.54
Gaming Console,e2beb06b-7534-410c-9b03-f013f649b334,Boston,8,3238.16,Cancelled,12/6/2024,404.77
Monitor,6307540b-6c83-4565-ae2e-5c220e827f49,Dallas,3,843.12,Pending,6/22/2024,281.04
Gaming Console,99d497db-53d5-41f2-8d2f-185074cdcacf,Chicago,6,917.34,Shipped,3/8/2024,152.89
Smartphone,21ee6088-1af1-4014-b22f-2bc7d3e6adb1,Miami,5,550.25,Cancelled,2/8/2024,110.05
Mouse,90dae9e6-38c7-4071-acee-3c93cb93b149,New York,1,448.8,Shipped,11/20/2024,448.8
Headphones,1432ce4a-36ae-47a2-ab4c-bc72bceebf3d,Boston,9,3633.3,Shipped,4/16/2024,403.7
Monitor,087d0b57-6935-4d83-a5d7-9850889f9c38,Seattle,8,2860.24,Cancelled,9/20/2024,357.53
Smartwatch,81ec8a87-22ec-43dc-b172-2f2453b8bd54,San Francisco,4,1008.6,Delivered,1/9/2025,252.15
Smartphone,add28f81-3017-4488-b22e-1a89671cc34a,Miami,5,1629.75,Pending,4/13/2024,325.95
Monitor,3a426148-3b2c-4473-90ef-de7c1db2d57c,Chicago,9,1141.29,Cancelled,10/5/2024,126.81
Tablet,ddbc2bd8-3d5f-49d9-a735-985df893d790,Boston,4,978.44,Cancelled,6/15/2024,244.61
Gaming Console,c6599d38-4412-47e7-9e1f-d9492355d22b,Phoenix,5,763.85,Delivered,9/7/2024,152.77
Smartwatch,de959224-26a8-441b-a0dd-d7e14f47f229,Miami,8,170.56,Shipped,3/19/2024,21.32
Camera,58f2df08-2b08-4f49-adbc-b5c05311ac10,Dallas,7,3389.19,Shipped,3/29/2024,484.17
Keyboard,7a05ef4b-96fb-45cb-b6a9-388972520cce,Boston,2,985.96,Pending,7/7/2024,492.98
Headphones,2f260eb8-61db-400f-83a8-8dd972c2c5bf,Miami,4,1897.96,Shipped,8/27/2024,474.49
Headphones,2df0fa64-989c-419a-a4c5-166e764e015e,Phoenix,2,872.34,Cancelled,4/14/2024,436.17
Smartphone,55209b23-5991-4b54-b575-2e76ad2ad8f9,Boston,8,265.68,Shipped,5/24/2024,33.21
Gaming Console,b6a3b5fc-76a6-46c5-8a08-30b400f29099,Dallas,4,1399.72,Pending,12/22/2024,349.93
Gaming Console,9d08cab4-57ff-4be8-82ea-e4ed6f713b5f,Houston,6,2397.18,Delivered,8/20/2024,399.53
Monitor,0c10a31d-aebe-414c-aa39-9895272c3108,Houston,1,231.42,Cancelled,1/9/2025,231.42
Smartphone,ab1efc4d-ab14-4b03-8781-b9e3afa8bfe8,Miami,1,143.56,Delivered,7/5/2024,143.56
Mouse,b5d4ba20-66a3-4661-becd-270e89a23eb5,Dallas,1,159.48,Delivered,2/16/2024,159.48
Tablet,a2f2b295-981e-408b-bec8-0450ba7d156c,Dallas,4,1337.04,Pending,1/3/2025,334.26
Smartwatch,def14ebe-9622-4c80-b11f-6a01ec416adc,Miami,10,1468.4,Shipped,11/13/2024,146.84
Headphones,23af2e95-6c7f-4bb6-bcf8-80062e3f181c,Dallas,7,602.84,Cancelled,7/17/2024,86.12
Smartphone,4f50b03d-3cbd-488e-887e-6e2dd08388c6,Houston,10,3379.1,Shipped,5/25/2024,337.91
Mouse,a0d22c43-35e1-4007-9614-cbd5247f2aa9,Phoenix,8,1436.64,Delivered,4/14/2024,179.58
Mouse,05bc57fe-8a17-4538-8fa6-b635989ee214,Boston,5,2332.7,Cancelled,5/7/2024,466.54
Mouse,f8768fca-230f-449e-9029-403adc38730d,San Francisco,4,1734.96,Cancelled,9/29/2024,433.74
Headphones,fa5dd6e0-dc52-45ff-abfc-90a48cabded8,Miami,2,786.8,Pending,1/28/2025,393.4
Laptop,56c7627d-0fd6-4f4b-8d4c-ae1fa5147803,Miami,7,1832.88,Pending,3/17/2024,261.84
Laptop,1bc5b3fa-a255-4f5f-814d-f487283d8a02,Boston,1,115.85,Shipped,6/23/2024,115.85
Camera,1ed6ba82-0574-40ed-918b-83caefa58779,Miami,3,1190.43,Delivered,10/11/2024,396.81
Monitor,4bb1bf0f-7f81-4512-8e89-d17616c32065,Miami,10,1466.1,Delivered,3/4/2024,146.61
Tablet,11b7e198-732d-4a42-a6b3-a25121023a6c,Houston,2,895.22,Delivered,4/26/2024,447.61
Laptop,bf182769-b4f6-4921-a959-f3fba63684bc,New York,9,90.36,Pending,7/29/2024,10.04
Tablet,9c782d4b-18c4-409c-ad7c-788753d33630,Boston,6,179.52,Pending,5/22/2024,29.92
Tablet,d4372507-059c-4acf-bf06-c07074b46386,Chicago,3,528.72,Pending,7/10/2024,176.24
Tablet,6c9dd395-d199-4eed-8a99-5f284b5872e9,Miami,10,1696.3,Pending,2/1/2025,169.63
Smartwatch,6dbd42c5-e199-49a6-9fc5-7e8efcb95d4f,Seattle,10,2363,Delivered,2/29/2024,236.3
Monitor,00c5ebad-0fee-477c-8578-682bccb827b0,Miami,8,2922.24,Shipped,6/25/2024,365.28
Smartwatch,80d6dfeb-bd1f-4a6e-aa03-d5e5691a7bfe,Phoenix,8,1390.08,Shipped,3/1/2024,173.76
Mouse,ce6a8402-8bd1-4517-aa0c-04afc23e7927,Chicago,1,130.72,Delivered,10/24/2024,130.72
Mouse,03126dc7-a718-4e3a-b8c6-e9b285a2ccbb,Houston,6,1696.56,Cancelled,9/4/2024,282.76
Laptop,2f45585c-8969-40ac-a620-90e642bf01a5,New York,7,929.04,Cancelled,9/16/2024,132.72
Monitor,c5036f02-dad0-4da5-8042-006668a9a9a5,San Francisco,4,1333.92,Delivered,2/13/2024,333.48
Smartwatch,86d0c9b7-91d6-47d4-84ff-e8999c03ddc9,Chicago,3,243.6,Cancelled,9/15/2024,81.2
Keyboard,0dee225e-d66b-46a8-91fe-1df47171aeaf,Dallas,4,1400.08,Delivered,12/19/2024,350.02
Keyboard,518c75c4-e3b0-44f7-a5e6-0bd7d6e95402,New York,3,1261.5,Pending,6/27/2024,420.5
Keyboard,fd443d06-1251-4e38-a652-73699f52b8ca,Chicago,9,3083.58,Shipped,4/12/2024,342.62
Monitor,16686410-86dd-4b77-bd0e-ff8494d4fc1b,Los Angeles,4,149.68,Delivered,6/25/2024,37.42
Mouse,739d4939-d329-41f2-8e85-04278ca0dd41,Phoenix,3,464.82,Shipped,8/25/2024,154.94
Smartwatch,5439fd0d-bc48-44e0-b74c-3353d99b307d,Houston,6,1701.96,Pending,11/1/2024,283.66
Headphones,fac7f6ee-1531-45d4-9ee3-4edd2c0d3c22,Los Angeles,5,1243.6,Delivered,4/28/2024,248.72
Camera,d4e88147-45a1-43ba-9ae8-073969b6c47b,Phoenix,8,507.52,Shipped,3/31/2024,63.44
Smartwatch,7b0fded9-fac7-438e-96f2-b4a614877d67,Houston,4,974.72,Cancelled,4/13/2024,243.68
Mouse,b9986ccb-c9e5-4a62-bb11-347941e5652b,Los Angeles,7,1012.69,Pending,10/10/2024,144.67
Gaming Console,79e00da2-dcc7-46b1-be92-fef410dce07c,Phoenix,6,682.56,Delivered,6/30/2024,113.76
Headphones,aaa8b434-08f7-4e4b-98ee-3646f0b91cca,Seattle,1,288.57,Shipped,12/3/2024,288.57
Smartphone,4f8773dc-407d-42fd-af15-c33e40b7ea79,San Francisco,2,147.46,Cancelled,5/29/2024,73.73
Smartphone,3128e386-2b54-4cf3-8920-a9fbc4ba6392,Dallas,6,2821.98,Shipped,1/29/2025,470.33
Laptop,389e0410-4734-4ec5-950e-50a696075573,Dallas,1,394.19,Shipped,6/26/2024,394.19
Tablet,08253ae1-8527-46c2-9c53-c8d38f780459,New York,6,1460.52,Pending,8/19/2024,243.42
Camera,92df77fb-9e4e-4f28-bfe8-f19833816c09,San Francisco,8,2629.92,Shipped,6/13/2024,328.74
Tablet,3d807a1d-f891-4d72-88c4-f5b08c64b699,Chicago,4,753.76,Delivered,9/2/2024,188.44
Tablet,613d3ecf-9bca-42d9-ad49-79a5e1cb87b1,Houston,3,659.4,Delivered,11/22/2024,219.8
Monitor,a5e62e12-0791-478e-a837-fd0c7d4454b2,Los Angeles,5,1034.2,Shipped,3/30/2024,206.84
Mouse,3bdff78b-7d38-482e-9415-48f13c6aecd2,New York,2,700.28,Delivered,7/11/2024,350.14
Laptop,508e176d-588f-4506-90ff-fe2bf9d8be0c,Dallas,8,2840.72,Shipped,11/5/2024,355.09
Camera,c1f543c1-1b2c-476f-9194-38df4a9cba50,Chicago,7,1585.5,Pending,11/14/2024,226.5
Keyboard,93f67e1f-9f49-4ab9-b93b-e40fabac0aa2,Phoenix,5,1065.1,Cancelled,5/13/2024,213.02
Keyboard,d499ec2a-89e6-4820-bc60-4f4d6198e842,Phoenix,5,882,Pending,8/11/2024,176.4
Mouse,12433992-d2e4-4d93-a071-05d9b476b7a3,Miami,10,1279.2,Shipped,6/24/2024,127.92
Mouse,f7ea4f82-6f04-4b7b-9d01-52882fbfebc9,Dallas,3,641.97,Delivered,8/10/2024,213.99
Keyboard,b36e082a-a561-4a38-a333-d773cbc92f84,Phoenix,7,729.68,Pending,3/15/2024,104.24
Monitor,71936c6b-cd7f-49d9-8ec5-77fab70a018a,Seattle,1,399.36,Pending,2/3/2024,399.36
Smartwatch,b335dc08-ba8f-48f7-add5-d96b01740467,Chicago,4,1745.44,Shipped,9/11/2024,436.36
Smartwatch,9960dca5-6fa5-4a68-aefc-d470ca7409d9,Dallas,5,1033.65,Shipped,5/17/2024,206.73
Keyboard,ec52ff77-4e37-4d42-8d0a-24f5b78085fb,Chicago,10,2874.7,Cancelled,10/31/2024,287.47
Keyboard,cf5eba0a-f914-4657-8c43-8bdea1056fce,Boston,8,3087.92,Delivered,1/16/2025,385.99
Gaming Console,4fba48da-aeae-45be-a58f-88ba37bcd25f,Dallas,10,4863.7,Delivered,10/13/2024,486.37
Monitor,cebee591-32b0-44ad-bf39-f931b1cab79e,San Francisco,10,4800.2,Cancelled,2/12/2024,480.02
Monitor,2deaa4ec-bc9d-45eb-8f9b-1f1260ea7850,Miami,10,4420.1,Pending,9/5/2024,442.01
Camera,8981faaa-3965-4e22-b83c-b693e3cf99e9,Los Angeles,8,2542.88,Cancelled,5/1/2024,317.86
Mouse,90650faa-57a3-45e3-b9e1-e8d47ab595db,Phoenix,3,797.58,Delivered,3/29/2024,265.86
Smartphone,95d2ef41-a9e5-4b49-b059-d4c52cccd61d,Houston,6,2170.32,Shipped,8/16/2024,361.72
Keyboard,7ab724ee-5510-493e-9c8a-23bf983758ac,San Francisco,6,189.18,Shipped,4/8/2024,31.53
Mouse,7f4df4df-296a-4d89-8af4-e3c40971e579,Boston,2,698.08,Cancelled,3/23/2024,349.04
Smartphone,8f2683ee-345e-4c40-b09c-363980d8b7f6,San Francisco,10,3652.8,Cancelled,10/26/2024,365.28
Smartphone,d27e165a-8c5d-49b4-8e8e-50590a2f0dc3,Seattle,9,3086.64,Delivered,4/29/2024,342.96
Monitor,2a4d1c4a-87b1-4549-b750-cff80a423eed,New York,1,197.41,Pending,7/3/2024,197.41
Headphones,2e6d8363-f2bc-4075-b5b3-1681ae951acc,Seattle,8,124.08,Pending,8/31/2024,15.51
Smartphone,5dbd579d-2ddb-49e8-b7c4-9de56bc3cdb9,Dallas,7,1787.59,Cancelled,5/24/2024,255.37
Tablet,8f0b40c3-f39c-4cc5-a7da-b141b27f199a,New York,10,2813.1,Pending,8/26/2024,281.31
Mouse,38216ba7-d8a4-4b47-8437-43ce7c856c79,Dallas,2,557.04,Cancelled,7/12/2024,278.52
Laptop,b1ece735-e1f9-42fe-ac0b-d86d72f680cb,Miami,10,3105,Pending,8/6/2024,310.5
Laptop,bc93e9ba-1b79-4018-9bdc-fe6fa332a41a,Miami,6,1111.86,Cancelled,10/20/2024,185.31
Smartphone,2ef088f7-f793-4643-a3b2-79e740e66124,San Francisco,3,1410.87,Cancelled,10/9/2024,470.29
Tablet,f7e315c4-543e-48ee-b9c9-510be79964fc,New York,6,2965.68,Pending,5/13/2024,494.28
Mouse,ee3116be-d22b-4ab0-885a-22a6fe853d67,Los Angeles,4,458.48,Shipped,4/10/2024,114.62
Smartwatch,6eae7b02-5a59-4879-a5bc-e5243f0046a0,Los Angeles,5,1447.1,Pending,9/20/2024,289.42
Smartwatch,8828ff46-2b4a-4285-b355-1476e1879e5b,San Francisco,10,1623.9,Cancelled,5/15/2024,162.39
Smartwatch,e8178f86-7c58-4a1f-98ab-7a7768abb105,Seattle,5,1667.6,Pending,10/4/2024,333.52
Tablet,3d8903d3-fd6b-463f-ab89-98feb793737c,Seattle,5,1978.65,Pending,12/9/2024,395.73
Mouse,eceb80be-4a79-4912-a26e-66775b92228d,Los Angeles,5,2237.3,Pending,11/20/2024,447.46
Tablet,265a5133-f6ef-4597-b4eb-cdd67cfa77b1,New York,7,658.28,Shipped,9/18/2024,94.04
Laptop,d4555846-514d-4989-889c-af20a56ae92f,New York,8,2829.44,Shipped,2/5/2024,353.68
Camera,0b1a96d8-0e7c-4a49-8a0a-535b6473dd6f,Seattle,8,3843.52,Cancelled,2/19/2024,480.44
Laptop,144326cb-ae4e-492a-b54a-39effafb31d1,Dallas,9,3765.42,Pending,1/12/2025,418.38
Monitor,d3fc7905-2e66-4cba-b256-ad0f3ead0f9f,Phoenix,5,2388.95,Shipped,2/23/2024,477.79
Camera,89aea512-e87d-4b5a-97a4-180a9d4e8400,Dallas,4,1178.44,Pending,6/18/2024,294.61
Monitor,2a56c6bf-83d2-4116-b57c-08aa9f22fd46,Dallas,7,2630.67,Pending,7/25/2024,375.81
Laptop,9ad0c548-bee4-40c2-b967-af0ee7460041,Chicago,7,2190.23,Delivered,10/11/2024,312.89
Laptop,a8fba135-9d21-4551-a35c-8632b0039928,Boston,1,439.64,Shipped,12/23/2024,439.64
Headphones,020fbe84-0ce8-44a9-abb7-8906a3166026,Dallas,7,2284.45,Cancelled,3/22/2024,326.35
Gaming Console,0d61b4f5-6aeb-4c9b-9312-49ffb6ecea4e,New York,7,568.19,Delivered,1/17/2025,81.17
Keyboard,0aaac057-f8e6-4f4d-9336-9f5950c169a9,Seattle,6,1539.78,Cancelled,8/11/2024,256.63
Headphones,245469c2-4507-47ae-96a7-4354b9b09252,Chicago,7,1185.03,Delivered,9/22/2024,169.29
Keyboard,fa7c2c35-088f-4fb8-937c-28aec041f545,Los Angeles,2,54.62,Cancelled,2/7/2024,27.31
Camera,b65a64b2-9cd6-4dab-a576-1d54ef3c1f52,Los Angeles,8,2825.04,Pending,5/26/2024,353.13
Headphones,ee397b33-f1c7-47a7-8554-b6624d7d9cc1,Houston,3,395.76,Delivered,12/24/2024,131.92
Camera,f03a86b0-65f0-473e-9683-8fa50539be52,Boston,8,700,Delivered,7/13/2024,87.5
Headphones,37fd6b06-af2f-4711-adc0-8feda2f80696,New York,1,483.41,Delivered,2/2/2025,483.41
Laptop,47db2cd6-4ea7-4ecd-95a8-2f6b9598803d,Houston,6,2009.82,Shipped,2/18/2024,334.97
Camera,c3f0b53e-05ea-4721-95e5-77e7765dc4c8,Houston,10,2831.9,Cancelled,4/16/2024,283.19
Monitor,37c3bea5-a09a-40c5-bc2c-9699b8f79c8c,Seattle,2,874.24,Pending,11/29/2024,437.12
Camera,0b2aaa15-cf10-42bd-9cf6-59957215ccee,Miami,2,414.04,Shipped,1/25/2025,207.02
Headphones,9f082ea0-afdb-4a39-8994-3463c94ef27c,New York,6,2172.12,Pending,4/8/2024,362.02
Mouse,c78b7639-84d3-402c-b2dd-c603ecc86d6d,San Francisco,5,357.25,Cancelled,2/5/2024,71.45
Smartphone,a1a68cc6-83c7-43b7-8429-495ca06395f4,Los Angeles,3,1061.55,Cancelled,6/12/2024,353.85
Smartphone,31d45bae-490d-43f7-a5ef-5104c1fe6380,Seattle,7,2228.24,Cancelled,10/28/2024,318.32
Mouse,b21b0ea1-80bc-43c6-8f75-f2af1e6800fc,Phoenix,4,174.36,Cancelled,6/16/2024,43.59
Camera,e0ef4e78-4154-4ad8-b8ac-902286da492c,San Francisco,5,573.05,Pending,2/10/2024,114.61
Gaming Console,99631a8e-c9ea-4cba-802c-04ead137a903,Phoenix,3,149.22,Delivered,3/22/2024,49.74
Smartwatch,eaa2d3f2-0ac0-4f57-9b7a-d081abd6d0a1,Houston,3,1387.92,Cancelled,6/22/2024,462.64
Tablet,43ae504b-914f-4154-bb2e-1304afefa8a1,Phoenix,2,328.16,Shipped,1/13/2025,164.08
Smartwatch,018fdae5-e5f6-469d-acc6-7e0f2a094384,Chicago,10,4618.2,Cancelled,5/31/2024,461.82
Headphones,0bc4b1d0-5d17-45ee-8cc6-e9a1c2c8349e,Phoenix,3,525.09,Pending,10/31/2024,175.03
Smartwatch,c18af06c-12a1-488f-8510-fe406d543f3b,Seattle,8,3834.72,Cancelled,2/12/2024,479.34
Headphones,17604fa6-b44e-4928-ba76-494751abf4c2,Phoenix,1,334.41,Shipped,12/11/2024,334.41
Headphones,83931255-e4b0-4737-9664-72ad6bdfb096,Miami,4,348.56,Shipped,3/2/2024,87.14
Gaming Console,691ccb5b-34e1-4415-9e93-aaf45dc93afe,San Francisco,8,3820.4,Delivered,11/24/2024,477.55
Monitor,d5fa26cd-b964-457a-9ed9-af5501ad3593,Dallas,10,1285.5,Pending,3/4/2024,128.55
Monitor,31b7e07b-9c84-4601-ae7d-1e677dfc7387,Boston,6,888.9,Cancelled,7/19/2024,148.15
Smartphone,90788832-b0ca-4c6f-8c71-edb503e0a18d,Seattle,10,973.1,Shipped,6/25/2024,97.31
Mouse,402fd09a-a701-4616-bc70-09e858d761bf,Seattle,5,673.95,Cancelled,10/29/2024,134.79
Gaming Console,217e7fb0-e243-4921-84ca-11201ed31193,Seattle,6,2090.28,Pending,11/23/2024,348.38
Camera,004dbe0c-58a3-4e28-bd44-49ceac897c0c,Seattle,6,1653.48,Shipped,1/15/2025,275.58
Smartwatch,614f78ee-3360-4af0-84f9-bfa83d2119ea,San Francisco,2,178.24,Pending,3/31/2024,89.12
Tablet,6fa53b9a-2548-4cb7-b3b3-0b3b26bc6085,Dallas,3,1251.78,Delivered,10/27/2024,417.26
Keyboard,ebc7ba28-e78b-4be0-97db-864a569dbb26,Miami,5,1478.6,Pending,6/28/2024,295.72
